RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
202555,Smoked Turkey Cheese Ball,354794,Bear,NA,PT10M,PT10M,2006-12-30T16:17:00Z,Make and share this Smoked Turkey Cheese Ball recipe from Food.com.,character(0),Lunch/Snacks,"c(""< 15 Mins"", ""Easy"")","c(""1"", ""1"", ""3"", ""1/2"", ""2"")","c(""cream cheese"", ""mayonnaise"", ""Miracle Whip"", ""pecans"", ""fresh parsley"")",NA,NA,1340.1,133,55.4,260.9,984.9,24.1,5.2,5.4,22.5,1,NA,"c(""Combine first 3 ingredients well."", ""Chill for several hours."", ""Shape into 1 or 2 balls."", ""Roll in chopped pecans (and/or parsley)."", ""Wrap well; refrigerate or freeze."", ""Serve with crackers."", ""I combine first 3 ingredients in my food processor. First process turkey then put in other ingredients and process until smooth."")"
202556,Texas Chili Powder - Bulk,419188,chili-head,NA,PT1M,PT1M,2006-12-30T16:17:00Z,"This is a basic version of my award winning mix. The main differences are that the version I sell has many more varieties of chile peppers in the mix, a secret ingredient, and that I rounded off (to the closest whole) quantities to make a small bulk batch as listed here.",character(0),Low Cholesterol,"c(""High Fiber"", ""High In..."", ""Spicy"", ""< 15 Mins"", ""For Large Groups"", ""No Cook"", ""Beginner Cook"", ""Easy"")","c(""1"", ""6"", ""5"", ""3"", ""2"", ""5"", ""5"")","c(""dried ancho chile powder"", ""ground cumin"", ""garlic granules"", ""onion powder"", ""kosher salt"", ""fresh coarse ground black pepper"", ""cayenne pepper"")",NA,NA,28.8,1.1,0.2,0,565,5.2,2,1,1.2,27,NA,"c(""mix the spices together and store in a cool, dark location in an airtight container."", ""Final use requires 3-5 tbsps per pound of meat. 1 - 18oz can each of tomato sauce and chopped tomatoes, and 9oz water (half can to swish out the remaining tomato sauce)."", ""Stew for at LEAST 45 minutes before serving."", ""Thicken with masa or cornstarch if necessary."", ""Makes about 2 quarts of chili."")"
202557,Potato Salad With Green Onion and Mustard  Raspberry Vinaigrett,398160,GREG IN SAN DIEGO,PT15M,PT20M,PT35M,2006-12-30T16:17:00Z,"This is a tasty potato salad, best served warm with fruit salad or coleslaw and barbequed chicken or ribs.I learned this recipe in a cooking class taught by chef Dee Biller.",character(0),Salad Dressings,"c(""Potato"", ""Vegetable"", ""Brunch"", ""< 60 Mins"", ""Easy"")","c(""3"", ""1"", ""1/2"", NA, ""5"", ""1"", ""1/3"", ""3/4"", NA)","c(""baby red potatoes"", ""green onion"", ""red onion"", ""garlic cloves"", ""Dijon mustard"", ""raspberry vinegar"", ""canola oil"")",5,1,259.8,16.6,1.2,0,27.4,26.1,3.5,1.7,3.2,10,NA,"c(""In the food processor fitted with the steel blade, turn the machine on and drop the garlic through the feed tube to mince."", ""Add the mustard, vinegar, salt and pepper and process."", ""Drizzle in the oil in a slow, steady stream to emulsify."", ""Adjust salt and pepper to taste."", ""Cook potatoes until al dente in boiling water; drain and rinse."", ""Slice into bite-size pieces."", ""Toss with onions and vinaigrette while still hot."")"
202558,Cheesy Crab and Broccoli,409184,jonesies,PT20M,PT10M,PT30M,2006-12-30T16:17:00Z,"A petite main dish for four. Sharp cheddar is used in this dish to boost the flavor of the sauce. Don't use reduced fat cheese in this one, it tends to toughen up in this dish.",character(0),Crab,"c(""Vegetable"", ""< 30 Mins"", ""Easy"")","c(""2"", ""6"", ""1"", ""2"", ""1"", ""2"", ""1/8"", ""1"", ""1/4"", ""2"", ""2"")","c(""frozen broccoli"", ""butter"", ""fresh mushrooms"", ""garlic clove"", ""all-purpose flour"", ""pepper"", ""skim milk"", ""sharp cheddar cheese"", ""parmesan cheese"")",NA,NA,187.2,7.6,4.1,27,535.3,17.3,2.9,1.7,14.2,4,NA,"c(""Cook the broccoli according to package directions; drain."", ""In 4 individual 14 to 16 ounce au gratin dishes or oval casseroles arrange broccoli and crab flavored fish pieces; set dishes aside."", ""For sauce, in medium saucepan melt the butter over medium-high heat."", ""Add mushrooms and garlic and cook about 4 minutes or until mushrooms are tender."", ""Stir in flour and pepper."", ""Stir in milk all at once."", ""Cook and stir until thickened and bubbly; remove from the heat."", ""Stir in cheddar cheese until melted."", 
""Spoon sauce over broccoli and fish in dishes."", ""Cover dishes with foil."", ""Bake in 400 degree oven for 8 to 10 minutes or until bubbly. (If desired, refrigerate casseroles for 2 to 24 hours."", ""To serve, bake, covered, in a 400 degree oven for 20 to 25 minutes or until bubbly)"", ""Combine Parmesan cheese and crushed crackers; sprinkle over casseroles."")"
202559,Tuna Lasagna With  Italian Spiced White Sauce,254614,Montana Heart Song,PT45M,PT15M,PT1H,2006-12-30T16:17:00Z,"My recipe using a tasty white sauce with pimentos. If you can't eat red meat this may be of help to you. Chicken can be substituted for tuna. You can use Recipe #174536. I have simplified the preparation. Blender, pot and 9x13-inch pan,","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/59/picmgGqtC.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/59/pic8bVsIO.jpg"")",One Dish Meal,"c(""Tuna"", ""Kid Friendly"", ""Free Of..."", ""< 60 Mins"")","c(""2"", ""1/2"", ""1/2"", ""1/4"", ""1 1/2"", ""1/2"", ""1/2"", ""1/2"", ""1/2"", ""2"", ""3/4"", ""1/2"", ""1/3"", ""2"", ""1 1/2"", ""1"", ""1"", ""12"", NA)","c(""eggs"", ""ricotta cheese"", ""cottage cheese"", ""evaporated milk"", ""flour"", ""thyme"", ""oregano"", ""basil"", ""white pepper"", ""water"", ""butter"", ""margarine"", ""white flour"", ""parmesan cheese"", ""dry parmesan cheese"", ""pimientos"", ""albacore tuna"", ""albacore tuna"")",5,1,394.1,19.1,11,101.4,584.4,31,1.1,3.7,23.5,NA,NA,"c(""In blender add the eggs cheese mixture in the order listed. Pulse 3 to 4 times; set aside."", ""In large pan, heat boiling water and cook lasagna noodles, drain, rinse and cool.  Leave in colander."", ""Take the large pan and add all of the White Sauce ingredients in the order listed except the drained pimentos."", ""Whisk on low to medium heat, until hot and starting to thicken. Do not boil. Add in."", ""pimentos if desired. Fold in the tuna."", ""Preheat oven to 375°F."", ""Spray Pam in 9x13-inch pan."", 
""Place one layer of noodles on the bottom of pan."", ""Then layer the egg/cheese mixture over noodles."", ""Layer the white sauce over the egg cheese mixture."", ""Repeat the procedure 3 times."", ""Cover pan and cook 45 minutes."", ""Let set 15 minutes."", ""Cut in portions and serve."", ""Note:"", ""Can be partially frozen, then cut in squares and frozen in freezer bags, then reheated in the microwave."", ""Serve with a tossed salad."")"
202564,Barefoot Contessa's Sun-Dried Tomato Dip (Light Version),67103,Juenessa,NA,PT10M,PT10M,2006-12-30T16:18:00Z,"Adapted from The Barefoot Contessa Cookbook, 1999.  This wonderful dip is just as good as the original, using lower fat versions of cream cheese, sour cream, and mayonnaise.  I bet you can't tell the difference!","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/25/64/picXFwSNB.jpg""",< 15 Mins,"""Easy""","c(""1/4"", ""8"", ""1/2"", ""1/2"", ""10"", ""1"", ""3/4"", ""2"")","c(""sun-dried tomato packed in oil"", ""light sour cream"", ""light mayonnaise"", ""Tabasco sauce"", ""kosher salt"", ""fresh ground black pepper"", ""scallions"")",5,5,609.7,54.4,23.9,127.3,1892.2,17.4,1.5,3,14.7,NA,2 cups,"c(""Puree the tomatoes, cream cheese, sour cream, mayonnaise, Tabasco sauce, salt, and pepper in a food processor fitted with a metal blade."", ""Add the scallions and pulse twice."", ""Serve at room temperature."")"
202567,"Scalloped, Not-Too-Cheesy Potatoes",398694,BurgyJ,PT3H,PT45M,PT3H45M,2006-12-30T16:19:00Z,"This was a recipe from a close friend of mine who is a gourmet chef. I altered it because I found it bland and added cheese and bacon. I will NEVER tell him I altered his recipe! I served this for Christmas Eve and recieved RAVE reviews. Normally my aunt, who attended culinary school, brings the potatoes, but its my job from now on!",character(0),Potato,"c(""Vegetable"", ""< 4 Hours"", ""Easy"")","c(""11"", ""3/4"", ""1 -2"", ""3/4"", ""1"", ""1"", ""1"", ""1"")","c(""potatoes"", ""bacon"", ""mild cheddar cheese"", ""parmesan cheese"", ""heavy cream"", ""nutmeg"", ""salt"", ""pepper"")",NA,NA,533.5,37.6,23.3,135.3,227.8,40,4.7,1.9,11.3,11,NA,"c(""We have an excellent potato slicer that makes them very thin and even. If you don't have one, try to make them about the same thickness."", ""I was serving 11, so I sliced 11 potatoes and began --"", ""Start out by oiling a pan (for my portion I used an 11\""x9\"" pan)."", ""Sprinkle a small amount of nutmeg on the oiled pan."", ""Start layering potato slices to cover bottom."", ""Sprinkle lightly with salt, pepper and Parmesan cheese."", ""Cover thinly with cream. I do two layers of this combination and then crumble bacon and a sprinkle of cheddar cheese. (To get wonderful crumbly bacon, I bake a pound on a cookie sheet and whatever I don't use I ziplock up and store in the freezer.)"", 
""I then repeat the potato/salt/pepper/Parmesan/cream several more times."", ""By the fifth or sixth layer I repeat with crumbled bacon and cheddar cheese."", ""I do one or two layers as normal and top it off with all leftover cream (obviously smaller portions, less cream."", ""If you run out of cream, add milk and top it all off with a little Parmesan cheese."", ""I bake it for 3-3.5 hours at 250 degrees. It is sooo delicious!"")"
202568,Vegetable-Barley Pot Pie / Pies,409184,jonesies,PT20M,PT30M,PT50M,2006-12-30T16:19:00Z,"Vary the filling by replacing any of the listed vegetables with other vegetables you like, such as peas, corn, cut green beans, strips of sweet peppers, or sliced zucchini.",character(0),Savory Pies,"c(""One Dish Meal"", ""Vegetable"", ""< 60 Mins"")","c(""1"", ""1"", ""1"", ""1"", ""1"", ""1/3"", ""1"", ""2/3"", ""1/2"", ""1/2"", ""1/3"", ""1 1/2"", ""2"", ""1/3"")","c(""cauliflower floret"", ""broccoli floret"", ""potato"", ""onion"", ""carrot"", ""quick-cooking barley"", ""skim milk"", ""dried thyme"", ""all-purpose flour"", ""cornmeal"", ""baking powder"", ""shortening"", ""skim milk"")",NA,NA,300.9,7.7,1.9,1.2,485.3,51.2,6.7,4.1,9.2,4,NA,"c(""Spray four 10-ounce custard cups or individual casseroles or one 2-quart casserole with nonstick spray."", ""Set in shallow baking pan. Set aside."", ""In a large saucepan heat 2 cups water to boiling."", ""Add vegetables and barley."", ""Cook for 8 to 10 minutes or until vegetables are crisp-tender. Drain."", ""Return vegetables and barley to saucepan."", ""IN small mixing bowl stir together soup, the 2/3 cup milk, thyme, and 1/8 tsp pepper."", ""Stir into vegetables."", ""Divide mixture among prepared cups or casseroles or spoon into the casserole dish."", 
""In a bowl combine flour, cornmeal, baking powder, and 1/8 tsp salt."", ""Using a pastry blender, cut in shortening until mixture resembles coarse crumbs."", ""Make a well in the center; add the 1/3 cup milk."", ""Stir with a fork just until moistened."", ""Drop small spoonfuls of dough on top of each individual casserole or 8 mounds of dough onto large casserole."", ""Bake, uncovered, in a 400 degree oven for 10 to 12 minutes for individual casseroles or about 18 minutes for large casserole or until topping is golden.""
)"
202852,Teriyaki Turkey Burgers,230846,KEA-CA,PT10M,PT10M,PT20M,2007-01-01T17:11:00Z,Make and share this Teriyaki Turkey Burgers recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/52/picUd2ukE.jpg""",Lunch/Snacks,"c(""Poultry"", ""Meat"", ""Camping"", ""< 30 Mins"")","c(""1 1/2"", ""2"", ""1"", ""1/4"", ""3"", ""1/4"", ""1/2"", ""1/2"", ""1"")","c(""ground turkey"", ""garlic cloves"", ""green onions"", ""sesame seeds"", ""mayonnaise"", ""wasabi paste"")",5,2,330.2,19.4,4,94.8,773.9,15.5,1.4,3.6,23.2,6,NA,"c(""Combine ground turkey, garlic, ginger, green oions, sesame seed and breadcrumbs. Shape into 6 patties."", ""Grill burgers for 10-12 minutes, turning once."", ""Internal temperature should be 165°F."", ""Mix together mayonnaise and wasabi paste; spread on 6 lightly toasted buns."", ""Serve with sliced cucumber, watercress or arugula."")"
202853,Barbecued Beef on Buns,368300,1 Baker,PT3H55M,PT25M,PT4H20M,2007-01-01T17:12:00Z,Make and share this Barbecued Beef on Buns recipe from Food.com.,character(0),Lunch/Snacks,"c(""For Large Groups"", ""Easy"")","c(""1"", ""1"", ""1/2"", NA, ""1 1/2"", ""1/4"", ""1/4"", ""2"", ""2"", ""2"", ""1"", ""1/2"", ""1/2"", ""3"", NA)","c(""boneless beef chuck roast"", ""onion"", ""celery"", ""water"", ""ketchup"", ""brown sugar"", ""vinegar"", ""ground mustard"", ""salt"", ""Worcestershire sauce"", ""chili powder"", ""paprika"")",NA,NA,281,18.3,7.2,62.6,646.7,11.2,0.5,9.6,17.6,NA,NA,"c(""Place beef, onion and celery in a Dutch oven; add water to almost cover meat."", ""Bring to a boil; reduce heat."", ""Cover and simmer for 3 hours or until meat is tender."", ""Remove meat; strain and reserve cooking liquid."", ""Trim and shred meat; return to Dutch oven."", ""Add 2 cups of strained cooking liquid (save remaining cooking liquid) and chill."", ""Skim and discard fat."", ""Add ketchup, brown sugar, vinegar and seasonings."", ""Cover and simmer for 1 hour, stirring occasionally."", ""If mixture becomes too thick, add additional reserved cooking liquid."", 
""Serve on hamburger buns."")"
202854,Steak &amp; Pasta,409184,jonesies,PT3H,PT15M,PT3H15M,2007-01-01T17:13:00Z,"Beef chunks, tomatoes, mushrooms, carrots and onion bake slowly together, demanding next to no attention from the cook. When done, just spoon over pasta and enjoy! Taken from the Sunset &quot;More Low Fat Recipes&quot; cookbook. Haven't tried it yet, but am looking forward to doing so.",character(0),Meat,"c(""< 4 Hours"", ""Easy"")","c(""1"", ""2"", ""1 1/2"", ""1/2"", ""1"", ""2"", ""1"", ""8"", ""1/4"", ""2"", ""2"", ""1"", NA)","c(""boneless beef top round"", ""all-purpose flour"", ""dry white wine"", ""onion"", ""garlic"", ""carrot"", ""mushrooms"", ""tomato paste"", ""fresh parsley"", ""dried oregano"", ""stewed tomatoes"", ""pasta"")",4.5,3,213.3,7.5,2.9,46.2,300.4,14.6,2.6,7.1,19.3,6,NA,"c(""Coat beef cubes with flour; set slightly apart in an ungreased shallow 3 to 3 1/2 quart baking dish."", ""Bake at 500 degrees for 20 minutes; remove from oven and let cool in dish for 5 minutes."", ""Reduce oven temperature to 350 degrees."", ""Add broth and wine to beef in baking dish; stir to loosen browned bits."", ""Stir in onion, garlic, carrot, mushrooms, tomato paste, parsley and oregano."", ""Cut up tomatoes; add tomatoes and their liquid to dish."", ""Cover tightly and bake until beef is very tender when pierced (about 2 1/2 hours)."", 
""When beef is almost done, cook pasta according to package directions."", ""Drain well."", ""Serve meat sauce over hot pasta."")"
202855,Aubergine (Eggplant) Curry (2),409106,Brian Holley,PT20M,PT10M,PT30M,2007-01-01T17:13:00Z,"Here is an English curry recipe, instead of using lots of spices the heat is given by the use of mustard powder.

This makes a wonderful accompaniment to any curry.","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/55/picHMbOXn.jpg""",Peppers,"c(""Vegetable"", ""Asian"", ""Indian"", ""Low Protein"", ""< 30 Mins"")","c(""1"", ""1"", ""12"", ""1"", ""2"", ""1/2"", ""1"", ""4"", ""1"", ""1"", ""1/2"", ""1/4"", ""1/4"", ""5"")","c(""green pepper"", ""aubergine"", ""tomatoes"", ""onion"", ""garlic cloves"", ""ground ginger"", ""lemon juice"", ""turmeric"", ""mustard powder"", ""cayenne pepper"", ""salt"", ""milk"")",NA,NA,320.9,25.1,18.8,5.3,183.7,24.4,6.2,7.4,5.5,4,NA,"c(""Heat the oil in a pan and fry the aubergine strips till light brown in colour and remove from the pan."", ""Add the onion, garlic, ginger and green pepper to the pan and fry for 3 minutes stirring all the time."", ""Now add the coconut cream, lemon juice, turmeric and mustard powder; stir."", ""Add the cooked aubergines, tomatoes, salt, cayenne pepper and the milk, bring to the  boil, reduce heat and cook for 10 minutes."")"
202856,Cauliflower With Toasted Mustard Seeds,409184,jonesies,PT15M,PT15M,PT30M,2007-01-01T17:13:00Z,"Tender cauliflowerets, cloaked in a mint-and-mustard flavored yogurt sauce and presented on a bed of lettuce. Served cold. Taken from the Sunset &quot;More Low Fat Recipes&quot; cookbook.",character(0),Cauliflower,"c(""Vegetable"", ""< 30 Mins"")","c(""3"", ""1"", ""1 1/2"", ""2"", ""2"", ""1"", ""1"")","c(""mustard seeds"", ""head cauliflower"", ""plain nonfat yogurt"", ""dried mint"", ""sugar"", ""ground cumin"", ""red leaf lettuce"")",NA,NA,168.1,3.1,0.3,1.8,157.1,25.6,7.5,15.2,12.8,4,NA,"c(""Toast mustard seeds in a small frying pan over medium heat until seeds turn gray (about 5 minutes), shaking pan often. Set aside."", ""Cut cauliflower into bite-size flowerets, then place on a rack over 1 inch of boiling water in a 5 to 6 quart pan; cover and steam until tender when pierced (about 8 minutes). Immerse cauliflower in ice water until cool, then drain well on paper towels."", ""In a large bowl, mix yogurt, mint, sugar, cumin and 2 tbsp of the mustard seeds.Add cauliflower and mix gently to coat well."", 
""To serve, arrange lettuce leaves on a platter. Spoon cauliflower mixture onto lettuce; sprinkle with remaining 1 tsp mustard seeds."")"
202857,Diabetic Friendly Country Apricot Tart,169430,Annacia,PT40M,PT30M,PT1H10M,2007-01-01T17:14:00Z,This fresh apricot filled tart takes on a rustic appearance with a folded-over cornmeal crust. Fresh peaches may also be used.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/57/pic6sARld.jpg""",Tarts,"c(""Dessert"", ""Fruit"", ""Summer"", ""< 4 Hours"")","c(""3/4"", ""1/3"", ""2"", ""1"", ""1/8"", ""3"", ""4 -5"", ""1/3"", ""3"", ""1/4"", ""3"", ""1"", ""2"")","c(""flour"", ""cornmeal"", ""Splenda sugar substitute"", ""baking powder"", ""salt"", ""butter"", ""margarine"", ""nonfat milk"", ""Splenda sugar substitute"", ""all-purpose flour"", ""ground nutmeg"", ""ground cinnamon"", ""fresh apricots"", ""lemon juice"", ""nonfat milk"")",5,1,143.4,4.9,2.8,11.6,119.7,22.6,2,6.3,3.1,8,NA,"c(""Grease and lightly flour a large baking sheet; set aside."", ""For the cornmeal crust, in a medium bowl stir together 3/4 cup flour, cornmeal, 2 tablespoons Splenda, baking powder, and salt."", ""Cut in butter or margarine until the size of small peas."", ""Sprinkle 1 tablespoon of cold fat-free milk over mixture; gently toss with a fork."", ""Add 3 to 4 tablespoons more fat-free milk, 1 tablespoon at a time, until the dough is moistened (dough will be crumbly)."", ""Turn out onto a lightly floured surface and knead 7 to 8 times or just until dough clings together and form into a ball.  On the baking sheet, flatten dough."", 
""Roll into a 12-inch circle and set aside."", ""For Filling:"", ""In a bowl stir together 1/3 cup Splenda, the 3 tablespoons flour, and the nutmeg or cinnamon. Stir in the apricots or peaches and lemon juice."", ""Mound the filling in center of crust, leaving a 2-inch border."", ""Fold border up over filling."", ""Brush top and sides of crust with the 2 teaspoons milk."", ""Bake in a 350 F degree oven about 40 minutes or until crust is golden and filling is bubbly."", ""To prevent overbrowning, cover the edge of the crust with foil the last 10 to 15 minutes of baking if needed."", 
""Cool tart for 30 minutes on the baking sheet on a wire rack."")"
202858,Easy French Toast,368300,1 Baker,PT22M,PT10M,PT32M,2007-01-01T17:14:00Z,Make and share this Easy French Toast recipe from Food.com.,character(0),Breakfast,"c(""< 60 Mins"", ""Easy"")","c(""4"", ""1/3"", ""2/3"", ""1/3"", ""1/2"", ""1/4"", ""6"", ""3"", NA, NA, NA)","c(""eggs"", ""flour"", ""milk"", ""sugar"", ""vanilla"", ""cinnamon"", ""butter"", ""powdered sugar"", ""butter"")",5,1,506.5,21.9,11,320.1,542.6,61.4,1.7,25,15.6,NA,NA,"c(""Mix together eggs, milk, flour, sugar, vanilla & cinnamon."", ""Lightly grease or spray with cooking spray a large skillet, or griddle; heat."", ""Drop each slice of bread into the batter. put in skillet."", ""Cook each slice 1 minute or until golden brown."", ""When done serve with butter, syrup and powdered sugar."")"
202859,Skillet Herbed Cabbage,262357,TXOLDHAM,PT10M,PT10M,PT20M,2007-01-01T17:15:00Z,This has been a favorite since the 1960's.  I have no memory of where I originally found this recipe but it is quite good and very easy to prepare.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/59/picsd5Ux4.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/59/picDu0v5a.jpg"")",Vegetable,"c(""< 30 Mins"", ""Easy"")","c(""2"", ""1"", ""1/2"", ""1/2"", ""1/8"", ""6"", ""1/3"")","c(""olive oil"", ""garlic clove"", ""oregano"", ""salt"", ""pepper"", ""cabbage"", ""water"")",5,3,86.1,6.9,0.9,0,310.2,6.1,2.5,3.8,1.6,4,NA,"c(""Heat oil and saute garlic along with the oregano."", ""Stir in cabbage and water mixing well."", ""Add salt and pepper to taste."", ""Cover and cook over medium heat, stirring occasionally 8 to 10 minutes or until tender."", ""Serve immediately."")"
202860,Calcutta Style Beef Curry,409106,Brian Holley,PT50M,PT10M,PT1H,2007-01-01T17:15:00Z,"Calcutta is a city with a reputation, the food is wonderful though.
This dish can be made with the cheapest cut of beef you can find.
The gravy is on the thin side and will enhance the rice when served.
The meat can be precooked, but keep the water.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/60/picS34pY0.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/60/pic6RJyWu.jpg"")",Curries,"c(""Meat"", ""Asian"", ""Indian"", ""Very Low Carbs"", ""< 60 Mins"")","c(""1 1/2"", ""1"", ""1/2"", ""1/2"", ""2"", ""1/2"", ""1"", ""1/2"", ""2"", ""1"", ""2"", ""1"", ""1"", ""2"", ""2"")","c(""beef"", ""water"", ""salt"", ""turmeric"", ""ground coriander"", ""ground cumin"", ""chili powder"", ""ground black pepper"", ""salt"", ""ground ginger"", ""milk"", ""onion"", ""garlic clove"", ""ghee"", ""fresh coriander"")",5,1,1229.4,127.7,54.3,186,1518.7,4.8,1.3,1.3,14.9,4,NA,"c(""Boil the water with the 1/2 tsp salt, add the beef and simmer til it is tender."", ""Mix the spices together and add the milk to make a paste."", ""Melt the ghee and fry the onions and garlic til golden. Add the spice paste and fry for 3 minutes."", ""Add the meat and half of the water it was cooked inches Bring to the boil and simmer for 15 minutes."", ""IF THE GRAVY IS TOO THICK ADD SOME MORE OF THE WATER."", ""Garnish with the chopped coriander."", ""Serve with boiled rice."")"
202861,Pina Colada Sherbet,169430,Annacia,PT8H,PT20M,PT8H20M,2007-01-01T17:16:00Z,"Tropical flavors of coconut, pineapple, orange, and island rum combine for a four-ingredient wonder of sublime taste. Transform a favorite summer cocktail into a cool and refreshing dessert. The 8 hrs of &quot;cooking&quot; time is freezing time.","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/61/picZDIXO9.jpg""",Frozen Desserts,"c(""Dessert"", ""Fruit"", ""Low Protein"", ""Summer"", ""Sweet"", ""Beginner Cook"", ""Easy"")","c(""1"", ""1"", ""1"", ""1/4"")","c(""cream of coconut"", ""crushed pineapple"", ""light rum"")",5,4,335.8,19.7,17.3,0,56.8,32.6,3.4,27.6,3.8,NA,4 cups,"c(""In a blender container or food processor bowl combine cream of coconut, undrained pineapple, orange juice, and rum. (If using a food processor, process only half of all the ingredients at a time.)"", ""Cover; blend or process until nearly smooth."", ""Pour into a 9x5x3-inch loaf dish or a 2-quart baking dish."", ""Cover; freeze about 4 hours or until firm."", ""Break sherbet into pieces."", ""Place sherbet, about half at a time, in a blender container or food processor bowl."", ""Cover; blend or process until fluffy. (Or, place in a chilled bowl and beat with an electric mixer until fluffy.)"", 
""Return pineapple mixture to pan."", ""Cover and freeze at least 4 hours or until firm."")"
202862,Low Fat Buffalo Chicken Tenders W/ Blue Cheese Dip,409184,jonesies,PT15M,PT35M,PT50M,2007-01-01T17:17:00Z,"Using the lean chicken tender reduced the amuont of fat, as does baking the chicken instead of frying. The blue cheese dip is lower in fat and calories, so this is guilt free snacking! Taken from the Heart Healthy cookbook. Note: prep time includes marinate/refrigeration time.
Note: After making these many times, I have found that it is much easier to cook them on the George Foreman after marinading. I'm sure pan frying would work as well. Experiment and enjoy!",character(0),Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""Healthy"", ""< 60 Mins"", ""Beginner Cook"", ""Easy"")","c(""3"", ""1/2"", ""1/4"", ""1"", ""1/2"", ""1/4"", ""2"", ""2"", ""2"")","c(""paprika"", ""reduced-fat sour cream"", ""blue cheese"", ""celery ribs"", ""carrots"")",4.5,4,107.9,2.5,1.2,37.9,360.1,6.6,1.2,2.8,14.4,8,NA,"c(""Preheat oven to 375°F."", ""Combine the hot sauce, paprika and ground pepper in a small bowl; brush on all surfaces of chicken."", ""Place chicken in greased 11 x 7 inch baking pan."", ""Cover; marinate in refrigerator for 30 minutes."", ""Bake, uncovered, about 15 minutes or until chicken is no longer pink in the center."", ""Combine blue cheese dressing, sour cream and blue cheese in small serving bowl."", ""Serve chicken with dip and celery/carrot sticks."")"
202863,Heartwarming Beef-Barley Soup,169430,Annacia,PT1H15M,PT25M,PT1H40M,2007-01-01T17:17:00Z,Make and share this Heartwarming Beef-Barley Soup recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/63/picV1RumN.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/63/pictmWd3f.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/63/piclyo6Pb.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/63/picui486c.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/63/pictawjwR.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/63/picETCT2s.jpg"")",Vegetable,"c(""Meat"", ""Low Cholesterol"", ""Healthy"", ""< 4 Hours"")","c(""1 1/2"", ""4"", ""2"", ""2"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1/2"", ""1"", ""1"", ""1"")","c(""boneless beef chuck"", ""water"", ""low sodium beef broth"", ""celery"", ""fresh mushrooms"", ""carrot"", ""onion"", ""salt"", ""dried rosemary"", ""pepper"", ""garlic clove"", ""tomato paste"", ""quick-cooking barley"")",5,18,241.9,6,2.5,56.1,568.2,26.2,6.3,5.2,22.9,8,NA,"c(""Trim fat from meat, cut meat into 1/2-inch cubes."", ""In a Dutch oven combine meat, water, broth, celery, mushrooms, carrots, onion, salt, rosemary, pepper, and garlic and bring to boiling, reduce heat."", ""Cover and simmer 1 to 1-1/4 hours or until meat is tender, if necessary, skim fat."", ""Stir in tomato paste and barley. Return to boiling; reduce heat. Cover and simmer about 10 minutes or until barley is done."")"
